playerID,yearID,stint,teamID,leagueID,position,G,GS,outsRecorded,PO,A,E,DP,PB,WP,SB,CS
bettsmo01,2022,1,LAN,NL,RF,136,133,3463,298,8,2,4,,,,
bettsmo01,2023,1,LAN,NL,RF,107,77,2105,141,8,0,1,,,,
biggica01,2022,1,TOR,AL,LF,2,2,48,3,0,0,0,,,,
biggica01,2022,1,TOR,AL,RF,7,6,135,12,0,0,0,,,,
biggica01,2023,1,TOR,AL,RF,27,24,603,40,0,1,0,,,,
